# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
GO:0005634	CC	e	nucleus	608/1829	5514/20670	7.112989531282291e-11	5	608	3.0316775676666475e-08	86, 154, 196, 208, 293, 307, 317, 367, 421, 463, 538, 672, 835, 842, 858, 862, 891, 898, 1031, 1062, 1080, 1122, 1161, 1198, 1466, 1677, 1774, 1871, 1879, 1894, 2063, 2073, 2178, 2272, 2444, 2553, 2643, 2738, 2745, 2966, 2972, 3024, 3104, 3299, 3508, 3551, 3656, 3667, 3832, 3911, 3978, 4085, 4171, 4211, 4234, 4255, 4286, 4287, 4343, 4435, 4595, 4603, 4613, 4661, 4773, 4849, 4931, 4938, 4968, 5141, 5393, 5429, 5564, 5598, 5609, 5683, 5687, 5727, 5740, 5883, 5889, 5892, 5893, 5914, 5936, 5937, 5983, 5985, 5994, 5998, 6100, 6199, 6322, 6606, 6621, 6656, 6659, 6664, 6788, 6790, 6794, 6839, 6877, 6929, 7023, 7156, 7290, 7318, 7353, 7539, 7549, 7553, 7554, 7564, 7566, 7569, 7579, 7582, 7620, 7625, 7626, 7627, 7639, 7673, 7692, 7694, 7695, 7703, 7710, 7711, 7712, 7728, 7733, 7746, 7752, 7755, 7757, 7760, 7761, 7768, 7772, 7773, 8013, 8260, 8294, 8312, 8317, 8341, 8344, 8350, 8359, 8445, 8517, 8558, 8569, 8629, 8717, 8738, 8798, 8812, 8836, 8846, 8914, 8940, 8970, 8975, 9150, 9204, 9310, 9315, 9400, 9440, 9569, 9580, 9585, 9645, 9734, 9735, 9739, 9753, 9757, 9759, 9794, 9889, 9894, 9907, 9941, 9985, 10023, 10036, 10051, 10101, 10179, 10224, 10308, 10309, 10436, 10450, 10566, 10597, 10622, 10629, 10691, 10785, 10795, 10799, 10901, 10926, 10978, 11033, 11044, 11066, 11123, 11156, 11162, 11177, 11218, 11269, 11284, 22888, 22900, 22944, 22976, 23030, 23081, 23135, 23144, 23170, 23414, 23421, 25850, 25950, 25979, 25988, 26007, 26013, 26149, 26205, 26233, 26256, 26263, 26469, 26512, 26974, 27000, 27097, 27153, 27185, 27300, 27434, 28960, 29118, 29843, 29901, 29924, 29980, 30833, 50485, 50507, 51005, 51058, 51131, 51135, 51149, 51157, 51163, 51177, 51231, 51265, 51276, 51282, 51379, 51385, 51460, 51533, 51547, 51586, 51684, 53354, 54033, 54039, 54059, 54093, 54108, 54496, 54517, 54522, 54535, 54619, 54841, 54850, 54892, 54925, 54939, 54952, 54962, 54993, 55051, 55063, 55070, 55100, 55159, 55192, 55208, 55308, 55311, 55319, 55520, 55534, 55565, 55596, 55609, 55658, 55663, 55734, 55743, 55756, 55768, 55775, 55777, 55810, 55835, 55888, 55906, 55924, 56154, 56180, 56623, 56683, 56848, 56852, 56917, 56938, 56950, 56981, 57103, 57332, 57335, 57461, 57474, 57547, 57558, 57585, 57591, 57593, 57594, 57604, 57610, 57623, 57649, 58491, 58492, 58500, 58509, 60386, 60509, 60678, 63035, 63922, 63925, 63979, 64506, 64718, 64794, 64946, 65094, 78996, 79023, 79091, 79149, 79156, 79175, 79447, 79576, 79639, 79650, 79661, 79677, 79710, 79744, 79750, 79813, 79829, 79831, 79862, 79879, 79898, 79918, 79943, 79986, 80108, 80169, 80174, 80312, 80317, 80776, 81691, 81789, 81857, 81875, 83479, 83742, 83932, 84057, 84084, 84132, 84250, 84289, 84330, 84444, 84449, 84503, 84515, 84527, 84612, 84627, 84660, 84671, 84678, 84759, 84787, 84836, 84838, 84874, 84883, 84905, 84911, 84930, 84986, 90233, 90321, 90333, 90417, 90459, 90529, 90576, 90649, 90874, 90987, 91120, 91661, 91975, 92105, 92595, 93474, 93587, 94039, 112398, 113174, 113177, 114785, 114826, 114991, 115509, 115560, 116113, 118472, 121053, 122402, 124045, 124790, 125893, 126017, 126069, 126070, 126208, 126272, 126295, 126375, 126526, 127396, 127428, 129685, 129831, 134111, 134353, 134701, 134728, 136051, 136647, 137209, 138162, 139324, 139599, 140612, 140883, 140886, 143570, 143689, 145282, 146059, 146434, 146540, 146542, 147660, 147808, 147837, 147929, 147948, 147949, 148103, 148156, 148203, 148213, 148254, 148327, 148398, 152098, 155054, 155061, 158234, 162394, 162655, 162962, 162967, 162972, 163059, 163081, 163227, 166793, 166815, 169270, 169841, 170082, 170959, 171392, 195828, 196513, 197407, 199704, 200424, 200765, 203523, 219844, 220064, 220359, 220929, 220992, 221662, 221785, 221927, 222696, 222698, 253639, 254251, 254394, 256051, 257068, 283149, 283254, 283377, 283385, 284004, 284306, 284307, 284349, 284358, 284406, 285267, 285605, 285676, 285971, 285989, 286075, 339327, 339559, 340385, 340554, 342184, 342357, 342926, 344387, 345462, 346157, 347902, 349075, 349565, 374879, 374899, 374900, 374928, 378884, 387751, 388567, 388569, 389114, 389119, 389493, 389524, 389856, 390927, 399664, 440093, 440519, 493861, 641339, 642819, 643641, 644353, 653121, 653390, 653604, 654254, 100101467, 100289635, 100289678, 100507290, 101060200
GO:0005654	CC	e	nucleoplasm	431/1829	3808/20670	8.343032914897417e-09	2	431	2.5070813909266737e-06	86, 196, 208, 367, 463, 672, 862, 868, 891, 898, 1062, 1122, 1161, 1198, 1513, 1677, 1723, 1787, 1801, 1871, 1877, 1894, 2042, 2048, 2063, 2073, 2104, 2178, 2189, 2444, 2553, 2643, 2966, 2972, 3024, 3508, 3667, 3978, 4085, 4125, 4171, 4234, 4255, 4286, 4287, 4335, 4435, 4507, 4595, 4603, 4610, 4613, 4661, 4773, 4835, 4931, 4938, 4968, 5141, 5324, 5361, 5393, 5429, 5558, 5564, 5598, 5608, 5683, 5687, 5883, 5889, 5892, 5893, 5914, 5933, 5936, 5983, 5985, 6102, 6199, 6204, 6606, 6617, 6621, 6659, 6664, 6666, 6668, 6714, 6790, 6794, 6839, 6877, 6895, 6929, 7023, 7156, 7181, 7290, 7318, 7353, 7378, 7469, 7564, 7593, 7597, 7625, 7639, 7703, 7728, 7775, 7988, 8013, 8110, 8178, 8294, 8317, 8341, 8344, 8350, 8359, 8445, 8448, 8517, 8569, 8812, 8846, 8914, 8970, 8975, 9013, 9015, 9020, 9150, 9194, 9400, 9440, 9569, 9580, 9585, 9734, 9739, 9757, 9759, 9767, 9794, 9866, 9880, 9883, 9889, 9907, 10046, 10051, 10179, 10252, 10324, 10329, 10436, 10450, 10523, 10535, 10579, 10597, 10607, 10622, 10629, 10691, 10714, 10739, 10775, 10785, 10799, 10926, 10940, 10978, 11044, 11056, 11066, 11102, 11130, 11169, 11194, 11218, 11243, 11269, 11284, 22888, 22897, 22900, 22944, 22976, 23030, 23067, 23081, 23094, 23135, 23310, 23322, 23414, 23421, 23460, 23583, 23649, 25988, 26013, 26048, 26088, 26094, 26095, 26205, 26256, 26469, 26512, 26528, 26589, 27000, 27111, 27340, 27434, 28960, 29126, 29843, 29893, 29954, 30834, 50485, 50507, 50628, 51131, 51149, 51157, 51163, 51231, 51385, 51460, 51491, 51533, 51547, 51586, 51684, 54033, 54475, 54496, 54853, 54875, 54892, 54913, 54962, 54984, 55051, 55114, 55135, 55159, 55257, 55308, 55317, 55319, 55320, 55520, 55534, 55596, 55658, 55718, 55731, 55756, 55775, 55777, 55810, 55835, 55839, 55924, 55957, 56311, 56623, 56848, 56852, 56928, 56938, 56946, 56950, 57097, 57332, 57418, 57461, 57492, 57591, 57594, 57647, 57649, 57684, 57696, 57697, 57707, 58509, 60468, 63035, 63922, 63925, 64344, 64421, 64506, 64745, 64785, 64800, 64852, 64858, 64946, 65258, 66035, 78994, 79023, 79050, 79058, 79070, 79072, 79091, 79147, 79172, 79576, 79650, 79661, 79677, 79710, 79760, 79813, 79823, 79829, 79831, 79833, 79918, 79980, 80152, 80169, 80174, 80185, 80233, 80317, 80709, 80790, 81559, 81857, 83932, 84083, 84132, 84240, 84250, 84289, 84301, 84304, 84321, 84444, 84464, 84515, 84660, 84678, 84759, 84787, 84836, 84872, 84878, 84930, 84957, 89849, 89958, 89978, 91687, 91975, 92105, 92344, 92345, 93587, 94032, 112398, 113174, 114112, 114785, 114881, 115196, 116447, 121441, 123775, 124790, 125476, 126272, 126382, 126526, 129685, 129831, 133383, 134111, 134353, 136647, 137209, 139886, 140688, 143570, 144100, 144233, 148327, 151194, 152206, 155054, 155061, 158234, 166793, 195828, 199746, 199870, 201255, 201931, 220929, 221527, 221662, 221927, 253769, 254827, 256435, 261734, 283149, 283989, 284129, 285989, 286826, 339448, 387032, 389524, 440348, 493861, 653604, 790955, 102724159
GO:0005814	CC	e	centriole	34/1829	147/20670	1.4764348844015002e-07	5	34	3.327515120719881e-05	6102, 6491, 6790, 9662, 9696, 9814, 10101, 22897, 22994, 25886, 49856, 51134, 54535, 54875, 54903, 55835, 79959, 80210, 80254, 80705, 80709, 84871, 84902, 85302, 95681, 116840, 121441, 145508, 152185, 163786, 219844, 221908, 283643, 100287171
GO:0005813	CC	e	centrosome	75/1829	532/20670	5.203976128096831e-05	3	75	0.00781897413246549	891, 898, 3801, 5324, 5892, 6491, 6790, 7188, 8379, 9150, 9585, 9662, 9696, 10046, 10807, 11020, 22897, 22981, 22994, 23322, 23354, 25886, 27185, 29901, 29911, 49856, 51735, 54619, 54627, 54875, 54903, 54930, 54970, 55722, 55835, 56311, 56852, 56928, 56954, 57701, 64770, 64858, 79140, 79874, 79959, 80185, 80254, 80709, 80776, 84084, 84140, 84250, 84260, 84902, 84930, 85302, 91147, 94032, 95681, 114327, 114791, 116840, 121441, 123016, 136647, 144100, 152185, 152206, 163786, 168448, 201255, 219844, 221908, 261734, 285753
GO:0005759	CC	e	mitochondrial matrix	55/1829	378/20670	0.00023234140266992968	5	55	0.026533732250817735	622, 891, 1632, 2356, 2395, 2747, 2954, 3155, 4285, 4287, 4357, 4968, 5163, 7156, 7923, 10587, 10588, 10965, 11232, 23409, 23590, 25902, 26164, 51106, 51166, 51601, 54949, 54988, 56652, 56953, 57107, 57128, 64745, 79072, 79587, 79736, 79922, 80224, 80724, 84795, 92170, 92399, 117145, 130916, 140886, 166785, 196074, 197322, 200205, 254013, 285367, 349565, 387338, 387787, 728294
GO:0005694	CC	e	chromosome	34/1829	201/20670	0.00023546295951918126	5	34	0.026533732250817735	672, 1062, 4610, 7753, 9400, 10436, 10785, 22976, 23067, 55063, 55777, 64946, 78994, 79661, 79703, 79813, 79831, 83642, 84289, 84298, 84301, 84515, 84678, 91433, 114785, 116447, 128061, 149840, 158880, 200424, 254394, 100133315, 100170841, 112441434
GO:0005886	CC	p	plasma membrane	262/1829	4778/20670	1.3689872555248701e-22	3	262	2.468284021711341e-19	86, 93, 100, 113, 154, 208, 238, 307, 357, 363, 367, 419, 421, 538, 672, 755, 858, 868, 925, 953, 1005, 1016, 1043, 1080, 1181, 1687, 1760, 1826, 1946, 2042, 2048, 2189, 2196, 2272, 2556, 2619, 2869, 2895, 2918, 3134, 3177, 3354, 3356, 3590, 3603, 3633, 3656, 3667, 3675, 3680, 3682, 3738, 3741, 3768, 3790, 3818, 4233, 4287, 4360, 4363, 4889, 5025, 5026, 5032, 5067, 5141, 5256, 5361, 5727, 5802, 5998, 6102, 6261, 6339, 6444, 6540, 6584, 6610, 6664, 6714, 6793, 6809, 6833, 7409, 7433, 7442, 7504, 7855, 7923, 8372, 8395, 8434, 8694, 8717, 8909, 8970, 9057, 9194, 9542, 9677, 9696, 9712, 9735, 9934, 10154, 10207, 10252, 10324, 10505, 10579, 10602, 10626, 11010, 11033, 11119, 11132, 11149, 11156, 11182, 22795, 22854, 22983, 23094, 23322, 23460, 23539, 23545, 26013, 26031, 26050, 27111, 27145, 27340, 28982, 29126, 29780, 29924, 29985, 29992, 30851, 50507, 50840, 50856, 50937, 51057, 51135, 51379, 51533, 51735, 54331, 54566, 54843, 54939, 55114, 55273, 55300, 55315, 55558, 55716, 55775, 55835, 56623, 56659, 56928, 57105, 57125, 57191, 57393, 57449, 57465, 57492, 57655, 57657, 57670, 57722, 63035, 64221, 64344, 64582, 64598, 64780, 65059, 66035, 79057, 79058, 79414, 79570, 79937, 80224, 80772, 81029, 83742, 83858, 84068, 84173, 84216, 84260, 84612, 84660, 84883, 84902, 84957, 84986, 85407, 85455, 85477, 89845, 90417, 90668, 91010, 91433, 91624, 92714, 113277, 114786, 114787, 114788, 114814, 114880, 114881, 117145, 117247, 121260, 121441, 129807, 133418, 134111, 138050, 138799, 139285, 139411, 144245, 145567, 146059, 146850, 147166, 150159, 161253, 162514, 164633, 196264, 201255, 219844, 257397, 282679, 283254, 283576, 284129, 284348, 284525, 342184, 343450, 347273, 347902, 375133, 387509, 389668, 403313, 440435, 728215, 728233, 100507436
GO:0005615	CC	p	extracellular space	73/1829	1848/20670	2.100171228663527e-17	2	73	1.8933043626401694e-14	649, 656, 727, 1297, 1486, 1513, 2650, 2822, 3134, 3489, 3598, 3603, 3818, 3911, 3931, 4125, 4343, 4969, 5176, 5554, 5646, 5740, 6440, 6441, 6652, 7079, 7092, 7093, 7127, 7130, 7148, 8344, 8425, 8635, 8836, 8909, 8970, 9542, 10371, 10505, 10924, 10940, 11010, 11093, 22795, 22897, 22901, 23094, 23255, 51135, 51192, 54841, 55258, 55328, 55663, 57715, 79147, 79887, 81029, 84883, 114899, 144321, 167555, 168667, 200407, 283870, 406893, 407019, 407027, 441381, 441549, 442903, 100507436
GO:0070062	CC	p	extracellular exosome	116/1829	2212/20670	2.304273021388799e-11	6	116	1.384868085854668e-08	238, 307, 317, 357, 419, 435, 727, 953, 1203, 2196, 2444, 2584, 2588, 2632, 2710, 2745, 2762, 2822, 3073, 3425, 3675, 3698, 3801, 3818, 3911, 3931, 4125, 4357, 4363, 4507, 4669, 4835, 4969, 5025, 5176, 5361, 5393, 5683, 5687, 5802, 6102, 6261, 6540, 6584, 6652, 6714, 6793, 6794, 6809, 7148, 7264, 7290, 8294, 8341, 8344, 8350, 8359, 8635, 8836, 9179, 9374, 9696, 10040, 10207, 10402, 10629, 10924, 11269, 22795, 22949, 25797, 26007, 27111, 27163, 29126, 29800, 29992, 30833, 30851, 50628, 54039, 54187, 54331, 54875, 55577, 55777, 56954, 57393, 63979, 64081, 64175, 79690, 79807, 80210, 81029, 81691, 84612, 84836, 85477, 90649, 92714, 93100, 93587, 114899, 119391, 129531, 144100, 144132, 155382, 255743, 257397, 284129, 340529, 407019, 441531, 653604
GO:0005576	CC	p	extracellular region	99/1829	1944/20670	8.407314386208118e-11	2	99	3.0316775676666475e-08	317, 419, 649, 727, 925, 957, 1043, 1297, 1513, 1774, 1826, 2042, 2048, 2444, 2588, 2822, 2882, 3489, 3590, 3598, 3603, 3617, 3698, 3818, 3911, 3931, 4125, 4233, 4856, 4938, 4969, 5067, 5157, 5176, 5646, 5683, 6440, 6441, 7059, 7092, 7093, 7130, 7148, 7349, 8294, 8350, 8359, 8372, 8425, 8434, 8635, 8836, 8909, 9542, 9719, 10371, 10450, 22795, 22854, 25797, 26256, 51192, 54964, 55172, 55203, 55328, 56954, 57125, 57143, 59271, 60686, 63943, 65217, 78991, 79057, 79864, 79879, 79887, 79937, 79980, 80737, 81029, 83440, 84514, 93100, 113177, 145501, 152110, 153642, 164781, 255743, 284348, 317749, 338645, 374946, 390940, 440348, 653308, 653604
GO:0009986	CC	p	cell surface	19/1829	606/20670	2.3738317267623917e-08	2	19	6.114312290503703e-06	100, 307, 1080, 2048, 2526, 3024, 3134, 3675, 3741, 4233, 4360, 5914, 7855, 11093, 79414, 131566, 145581, 282679, 100507436
GO:0005887	CC	p	integral component of plasma membrane	77/1829	1427/20670	5.871619554517682e-07	4	77	0.0001176281117421709	93, 113, 154, 238, 363, 858, 925, 953, 1080, 1140, 1181, 1826, 2042, 2048, 2124, 2556, 2895, 2918, 3177, 3354, 3356, 3590, 3741, 4233, 4360, 4363, 4889, 4995, 5025, 5026, 5032, 5361, 5802, 6261, 6335, 6339, 6540, 6610, 7433, 7442, 7855, 9028, 9057, 9194, 10154, 10329, 10371, 10505, 23539, 50856, 50937, 54621, 55558, 55716, 56121, 56122, 56123, 56124, 56125, 56126, 56129, 56130, 56132, 56133, 56659, 57105, 57715, 65217, 66035, 114814, 117247, 131566, 133418, 162514, 219527, 284129, 100507436
GO:0009897	CC	p	external side of plasma membrane	15/1829	421/20670	2.6826653313152583e-05	3	15	0.00483684559236141	100, 925, 1513, 3134, 3590, 3598, 3675, 3680, 3682, 7442, 11119, 29126, 50856, 80381, 100507436
GO:0072562	CC	p	blood microparticle	1/1829	144/20670	4.4290895909311634e-05	2	1	0.0072596804840444435	3698
GO:0042101	CC	p	T cell receptor complex	1/1829	136/20670	9.83914842506191e-05	5	1	0.013646142007989711	925
GO:0098978	CC	p	glutamatergic synapse	10/1829	313/20670	0.0001163504793384538	4	10	0.014984279589088014	2048, 2895, 3356, 3738, 6714, 6809, 22854, 27091, 79414, 145581
GO:0005768	CC	p	endosome	10/1829	297/20670	0.0002788731006014251	7	10	0.029576952963786436	154, 10040, 10807, 29924, 55300, 57559, 64582, 79156, 84937, 201931
GO:0005882	CC	p	intermediate filament	1/1829	116/20670	0.000442424716590841	6	1	0.04403994501049319	64780
GO:0005925	CC	p	focal adhesion	18/1829	419/20670	0.00046509718333430887	5	18	0.04403994501049319	858, 1466, 2580, 3603, 3675, 6204, 6714, 7739, 10298, 22888, 29780, 29843, 50507, 55612, 56623, 83478, 89782, 91624
GO:0019814	CC	p	immunoglobulin complex	0/1829	87/20670	0.0004885185247974841	2	0	0.04403994501049319	
GO:0046872	MF	e	metal ion binding	351/1829	2328/20670	1.4712401630069982e-25	4	351	6.514651441794988e-22	93, 113, 208, 862, 1297, 1466, 1528, 1760, 1877, 1879, 2073, 2131, 2356, 2588, 2738, 2972, 3104, 3155, 3633, 3675, 3680, 3682, 3978, 4125, 4171, 4285, 4595, 4938, 5140, 5141, 5324, 5429, 5558, 6100, 6610, 6650, 6668, 7079, 7409, 7442, 7553, 7564, 7566, 7569, 7579, 7582, 7593, 7597, 7620, 7621, 7625, 7627, 7639, 7673, 7692, 7694, 7695, 7703, 7710, 7711, 7712, 7728, 7733, 7746, 7752, 7753, 7760, 7768, 7772, 7773, 7775, 8317, 8517, 8569, 8654, 8702, 8798, 8844, 9310, 9645, 9734, 9753, 9767, 9842, 9880, 9889, 9941, 10101, 10201, 10224, 10308, 10535, 10588, 10691, 10739, 10782, 10795, 11033, 11044, 11177, 22888, 22901, 22944, 23030, 23135, 23144, 23590, 25850, 25988, 26007, 26048, 26149, 26205, 26974, 27153, 27300, 27304, 27434, 29951, 29954, 30833, 51005, 51058, 51131, 51136, 51157, 51163, 51276, 51360, 51385, 51533, 51547, 54059, 54492, 54925, 54988, 54993, 55072, 55159, 55184, 55311, 55520, 55565, 55609, 55658, 55663, 55734, 55743, 55768, 55778, 55888, 55906, 56852, 56931, 56950, 56953, 57089, 57130, 57335, 57474, 57547, 57559, 57593, 57623, 57649, 57684, 57732, 58491, 58492, 58500, 63925, 64172, 64428, 64506, 64718, 64780, 64852, 65094, 79149, 79156, 79175, 79587, 79691, 79696, 79725, 79744, 79831, 79862, 79898, 79943, 79986, 80108, 80224, 80317, 80816, 83440, 83479, 83642, 83932, 84083, 84289, 84304, 84330, 84449, 84464, 84503, 84527, 84627, 84671, 84759, 84787, 84838, 84872, 84874, 84878, 84905, 84911, 84937, 89782, 90233, 90321, 90333, 90379, 90459, 90576, 90649, 90850, 90874, 90987, 91120, 91543, 91661, 91975, 92595, 93100, 93474, 94039, 114826, 114991, 115196, 115509, 115560, 115992, 116113, 118472, 124637, 125893, 126017, 126069, 126070, 126208, 126295, 126375, 127396, 136051, 137209, 140612, 140883, 146434, 146540, 146542, 147660, 147808, 147837, 147929, 147948, 147949, 148103, 148156, 148213, 148254, 152100, 152110, 152815, 153642, 155054, 155061, 155185, 162655, 162962, 162967, 162972, 163059, 163081, 163227, 166793, 169270, 169841, 170959, 195828, 197407, 199704, 199746, 200035, 201164, 203523, 219539, 220002, 220929, 220992, 221527, 221785, 222696, 253639, 254042, 256051, 283254, 284306, 284307, 284349, 284406, 284613, 285267, 285676, 285971, 285989, 286075, 339327, 339559, 340385, 340554, 342357, 342667, 342926, 345462, 346157, 349075, 374879, 374899, 374900, 374928, 378884, 387032, 388567, 388569, 389114, 390927, 399664, 440519, 441250, 493911, 641339, 642819, 643641, 644353, 653121, 654254, 100101467, 100289635, 100507290, 101060200
GO:0000978	MF	e	RNA polymerase II cis-regulatory region sequence-specific DNA binding	190/1829	1194/20670	4.508186778160537e-16	9	190	6.654083684564952e-13	367, 463, 1871, 1877, 1879, 2063, 2104, 2738, 3104, 3299, 4211, 4286, 4335, 4603, 4610, 4613, 4661, 4773, 5324, 5914, 6656, 6659, 6664, 6666, 6668, 6929, 7023, 7181, 7549, 7553, 7554, 7564, 7566, 7569, 7579, 7582, 7593, 7597, 7625, 7626, 7639, 7673, 7694, 7695, 7710, 7711, 7712, 7728, 7746, 7753, 7755, 7757, 7760, 7761, 7768, 7772, 7773, 7775, 7988, 8013, 9310, 9569, 9580, 9753, 9759, 9880, 10308, 10691, 10782, 10795, 23135, 25850, 25988, 26048, 26149, 26205, 26974, 27153, 27300, 51058, 51157, 51276, 54925, 55311, 55565, 55609, 55663, 55810, 55888, 56917, 56938, 57335, 57474, 57547, 57593, 57623, 57684, 58491, 58500, 60468, 63925, 64344, 79149, 79744, 79898, 80108, 80317, 84449, 84503, 84547, 84671, 84678, 84838, 84874, 84878, 84905, 84911, 90233, 90333, 90649, 90874, 90987, 91120, 91661, 91975, 93474, 115509, 115560, 116113, 125893, 126017, 126375, 136051, 137209, 139324, 140612, 140883, 146434, 147660, 147808, 147929, 147949, 148213, 148327, 155061, 162655, 162962, 162967, 163081, 163227, 166793, 170959, 171392, 195828, 197407, 199704, 203523, 220929, 220992, 221527, 221785, 222696, 256051, 284306, 284307, 284349, 284406, 285676, 285971, 285989, 286075, 339327, 342357, 342926, 345462, 349075, 374879, 374899, 374900, 374928, 387032, 388569, 389114, 390927, 440519, 654254, 100101467, 100289635, 100289678, 100507290
