# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
GO:0005615	CC	e	extracellular space	78/433	1848/20670	2.1222908010246203e-09	2	78	3.82649031424739e-06	55, 141, 283, 290, 629, 650, 717, 1277, 1289, 1296, 1668, 1950, 2690, 3077, 3082, 3514, 3552, 3569, 3601, 3627, 4016, 4064, 4353, 4582, 5008, 5104, 5118, 5167, 5228, 5271, 5328, 5444, 5446, 5473, 5806, 6036, 6349, 6351, 6352, 6398, 6401, 6590, 6693, 6781, 7035, 7045, 7066, 7474, 7477, 7481, 7837, 7980, 8530, 10232, 10288, 10578, 10647, 10855, 22943, 25903, 25987, 56241, 78989, 79465, 83888, 85301, 91522, 112616, 115908, 124857, 145864, 283659, 284013, 374977, 406891, 494323, 643866, 100037417
GO:0005886	CC	e	plasma membrane	149/433	4778/20670	6.988912364254137e-08	3	149	6.300504496375105e-05	55, 221, 290, 368, 629, 1154, 1184, 1234, 1238, 1735, 1824, 1950, 2028, 2215, 2359, 2690, 2706, 2906, 3077, 3117, 3269, 3514, 3552, 3579, 3601, 3690, 3695, 3749, 3750, 3753, 3762, 4007, 4046, 4064, 4481, 4582, 4818, 4881, 5029, 5031, 5167, 5205, 5251, 5328, 5329, 5349, 5734, 5737, 5880, 5913, 6274, 6382, 6398, 6401, 6527, 6614, 6693, 6813, 7006, 7035, 7041, 7045, 7100, 7434, 7474, 7477, 7984, 8174, 8326, 8477, 8501, 8516, 8676, 8794, 8809, 8875, 8877, 8972, 9034, 9050, 9051, 9123, 9170, 9294, 9424, 10156, 10205, 10232, 10288, 10861, 11025, 22943, 23600, 23601, 27036, 27071, 27094, 29933, 29984, 51311, 51338, 54549, 54716, 54852, 55107, 55640, 55911, 55971, 56241, 56606, 57158, 57497, 64106, 79465, 79713, 80045, 80380, 81543, 83959, 84443, 84552, 84689, 85320, 85409, 90427, 91522, 115727, 116496, 116535, 126014, 146722, 148170, 150372, 162515, 165829, 196883, 221935, 246176, 283383, 283659, 285966, 342979, 344905, 345274, 641700, 653361, 727910, 100049587, 100128927
GO:0005576	CC	e	extracellular region	74/433	1944/20670	4.2793333812573747e-07	2	74	0.00025718793621356823	176, 283, 629, 650, 717, 978, 1277, 1289, 1296, 1668, 1950, 1953, 2215, 2690, 3004, 3082, 3101, 3514, 3552, 3569, 3627, 4016, 4148, 4353, 4917, 5008, 5104, 5118, 5228, 5328, 5329, 5444, 5446, 5473, 5737, 5806, 6036, 6349, 6351, 6352, 6590, 6614, 6813, 7035, 7045, 7066, 7474, 7477, 7481, 7837, 8354, 8356, 8357, 8875, 8968, 10232, 10578, 10855, 22943, 25903, 54507, 54863, 56477, 60675, 78989, 80380, 84034, 85301, 115908, 126014, 147111, 339366, 388677, 554313
GO:0005887	CC	e	integral component of plasma membrane	58/433	1427/20670	1.1632326448975982e-06	4	58	0.0005243271146875923	969, 1184, 1234, 1238, 2028, 2215, 2690, 2706, 2906, 3077, 3117, 3269, 3579, 3690, 4481, 4582, 4818, 5029, 5031, 5167, 5205, 5251, 5329, 5349, 5737, 6382, 6401, 6693, 7100, 7434, 8477, 8501, 9034, 9121, 9123, 9170, 9424, 9543, 10288, 10861, 11025, 23601, 27036, 27094, 28968, 54716, 55107, 56606, 64106, 65012, 85320, 127943, 129293, 162515, 196883, 201232, 254228, 283383
GO:0031012	CC	e	extracellular matrix	17/433	246/20670	1.856497355576625e-05	3	17	0.005578774553507758	176, 1277, 1289, 1296, 4064, 4148, 5806, 7045, 7481, 7980, 10855, 25903, 57124, 85301, 91522, 145864, 339366
GO:0000786	CC	e	nucleosome	11/433	129/20670	8.717055950261803e-05	3	11	0.022452645540460045	8329, 8332, 8345, 8348, 8354, 8356, 8357, 8968, 8969, 554313, 723790
GO:0062023	CC	e	collagen-containing extracellular matrix	20/433	379/20670	0.0001604946863761358	4	20	0.0361714899420216	176, 1277, 1289, 1296, 4016, 4148, 5104, 5118, 5271, 6590, 7041, 7045, 7474, 7837, 54507, 83872, 84034, 85301, 91522, 115908
GO:0005730	CC	p	nucleolus	8/433	1308/20670	1.4068354571549503e-05	5	8	0.005073048658500751	283, 2736, 3669, 7465, 8638, 51203, 57673, 692210
GO:0047844	MF	e	deoxycytidine deaminase activity	5/433	10/20670	9.109878236437781e-07	5	5	0.00403385408309465	978, 27350, 60489, 140564, 200316
GO:0004126	MF	e	cytidine deaminase activity	5/433	12/20670	2.765374460520553e-06	5	5	0.006122539055592504	978, 27350, 60489, 140564, 200316
GO:0005201	MF	e	extracellular matrix structural constituent	13/433	137/20670	6.355548315930971e-06	2	13	0.009380789314314113	176, 1277, 1289, 1296, 4148, 5118, 7045, 7837, 7980, 83872, 85301, 91522, 115908
