# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
GO:0005634	CC	p	nucleus	69/519	5514/20670	1.223802855214812e-13	5	69	5.516291369880765e-11	1195, 1663, 1822, 2175, 5891, 6894, 7335, 7574, 7617, 7919, 8438, 8926, 9782, 9984, 10388, 10432, 10793, 22877, 23119, 23178, 23520, 23619, 27148, 29128, 29994, 29998, 54807, 55075, 55367, 55509, 55599, 55713, 57519, 59269, 64375, 79716, 79915, 80336, 80726, 84129, 84436, 84460, 92335, 114823, 119016, 134187, 139081, 147658, 158431, 162993, 163115, 164684, 202333, 246744, 283417, 284312, 339488, 342132, 348327, 353497, 387082, 388112, 414189, 440823, 642517, 730051, 100130086, 100293516, 115482686
GO:0005654	CC	p	nucleoplasm	37/519	3808/20670	1.6008291790840646e-13	2	37	5.7725900197771365e-11	1663, 1822, 2175, 3291, 5373, 7335, 7919, 8038, 8438, 9284, 9984, 10432, 23119, 23742, 25862, 29128, 51079, 55075, 55367, 55509, 55599, 55657, 57654, 64375, 79729, 84964, 92335, 93426, 130271, 134637, 200539, 221178, 221711, 353497, 440345, 100132247, 100507607
GO:0005886	CC	p	plasma membrane	56/519	4778/20670	4.259290787709529e-13	3	56	1.2799168817067133e-10	540, 776, 1815, 2622, 2678, 2979, 4356, 4992, 7007, 8029, 8038, 8292, 8643, 8748, 9132, 9311, 10003, 10666, 10841, 28560, 28563, 28724, 28820, 29990, 50838, 50839, 50944, 54429, 54586, 55876, 57650, 57828, 60437, 65268, 79729, 84210, 94233, 114784, 116369, 117155, 120776, 123041, 130271, 151056, 200958, 202333, 222256, 259290, 259292, 259293, 259294, 259295, 259296, 286046, 341350, 401994
GO:0016020	CC	p	membrane	12/519	2152/20670	1.0629205908825312e-12	2	12	2.7377797505160055e-10	540, 1815, 3039, 8029, 8218, 8906, 9782, 50944, 64072, 123041, 168507, 286046
GO:0005783	CC	p	endoplasmic reticulum	6/519	1047/20670	2.206370137876005e-06	5	6	0.0004972606698238046	1565, 8029, 9487, 10841, 79844, 653082
GO:0070062	CC	p	extracellular exosome	27/519	2212/20670	1.0202647824866178e-05	6	27	0.002043930447581524	1663, 2678, 3039, 4703, 4958, 7007, 7335, 8029, 8218, 10417, 10841, 28820, 55075, 55930, 64577, 80336, 113220, 147685, 150696, 246181, 374897, 406888, 442901, 442909, 693204, 100499483, 100500878
GO:0005739	CC	p	mitochondrion	12/519	1326/20670	2.4391516948578437e-05	5	12	0.004397790505828692	212, 540, 1565, 4701, 23417, 51079, 54938, 55268, 80726, 84129, 118980, 153328
GO:0005887	CC	p	integral component of plasma membrane	14/519	1427/20670	3.155928712123354e-05	4	14	0.005172854061780371	540, 1815, 9311, 10666, 29990, 54660, 56127, 56128, 57717, 94233, 116369, 123041, 150696, 653160
GO:0005789	CC	p	endoplasmic reticulum membrane	7/519	983/20670	3.6527539226313365e-05	4	7	0.005488262768753583	1558, 1565, 3291, 9487, 25956, 64788, 79844
GO:0016021	CC	p	integral component of membrane	58/519	3613/20670	6.58292703213005e-05	3	58	0.009130013414561908	2678, 4992, 8038, 8643, 8748, 9132, 9487, 10003, 10349, 22997, 25775, 50838, 50839, 54429, 54586, 54923, 55321, 55876, 56127, 57650, 57717, 60437, 64072, 64788, 79844, 84561, 90342, 94233, 114659, 114784, 114794, 120776, 121793, 147276, 147685, 150084, 151056, 151258, 151516, 153328, 222256, 259290, 259292, 259293, 259294, 259295, 259296, 283417, 286046, 339883, 374819, 401994, 440345, 474170, 646962, 653082, 728537, 100132247
GO:0000785	CC	p	chromatin	9/519	1013/20670	0.00018869958708040064	2	9	0.024301811107568738	1663, 2175, 22877, 29128, 55509, 134187, 284312, 339488, 100130086
GO:0005856	CC	p	cytoskeleton	1/519	435/20670	0.0002904542338167963	5	1	0.03491259890477892	55075
GO:0005925	CC	p	focal adhesion	1/519	419/20670	0.00042129978902755464	5	1	0.04686447011951804	84964
GO:0005576	CC	p	extracellular region	27/519	1944/20670	0.0004418724304114291	2	27	0.04686447011951804	1294, 1301, 2622, 3039, 3623, 4958, 5016, 5343, 7007, 7480, 8038, 25981, 27031, 27148, 28820, 55075, 58496, 80741, 196792, 200958, 220001, 221806, 255631, 283848, 284402, 341350, 343637
GO:1903231	MF	e	mRNA binding involved in posttranscriptional gene silencing	53/519	266/20670	2.600414674821106e-32	6	53	5.757318090053929e-29	406888, 406895, 406914, 406915, 406924, 406927, 406944, 406946, 406961, 406962, 407000, 407015, 407023, 407029, 407032, 407036, 407056, 442892, 442901, 442904, 442909, 442910, 442911, 494332, 494333, 554212, 574408, 574413, 574434, 574444, 574450, 574452, 574453, 574508, 664616, 693130, 693137, 693175, 693225, 693229, 724024, 724031, 768212, 768217, 100126315, 100126317, 100126333, 100126335, 100126355, 100302153, 100302203, 100500826, 100500828
GO:0003730	MF	e	mRNA 3'-UTR binding	28/519	207/20670	4.023412511545719e-13	6	28	5.938556867041482e-10	80336, 406895, 406914, 406915, 406924, 406944, 406961, 406962, 407015, 407029, 407056, 442892, 442901, 442904, 442911, 494333, 554212, 574444, 574450, 574453, 693130, 693229, 768217, 100126317, 100126333, 100302153, 100302203, 100500828
GO:0033038	MF	e	bitter taste receptor activity	8/519	20/20670	1.4462270287175685e-08	5	8	1.2807786566322788e-05	50838, 50839, 54429, 259290, 259292, 259293, 259295, 259296
GO:0005515	MF	p	protein binding	137/519	12517/20670	2.1526306317571983e-57	2	137	9.531848437420874e-54	212, 540, 776, 1195, 1294, 1427, 1558, 1663, 1815, 1822, 2175, 2622, 2678, 2979, 3039, 3623, 4356, 4701, 4703, 5373, 5554, 6799, 7335, 7480, 7574, 7919, 8029, 8038, 8218, 8292, 8438, 8906, 9132, 9782, 9984, 10003, 10417, 10432, 10666, 10793, 10811, 10841, 23119, 23178, 23619, 25763, 25862, 26873, 27031, 27148, 27232, 29128, 29990, 29994, 29998, 50839, 50944, 51025, 51079, 54429, 54923, 54932, 54938, 55075, 55367, 55509, 55657, 55713, 57035, 57650, 57654, 57730, 60437, 64072, 64375, 79844, 79915, 80726, 81610, 81629, 84074, 84129, 84561, 84680, 84940, 84964, 85007, 92335, 93426, 94233, 114823, 116369, 117155, 118490, 118980, 121793, 124923, 130271, 130340, 130540, 130872, 134187, 134637, 147658, 147685, 149483, 150696, 151258, 153328, 157697, 162993, 164684, 168507, 196792, 200539, 220001, 221178, 222256, 246744, 255631, 259294, 284001, 284040, 284312, 284402, 285596, 338657, 342132, 343637, 353497, 388591, 401994, 548644, 653140, 728047, 729440, 100130086
GO:0003723	MF	p	RNA binding	7/519	1399/20670	4.928459676844068e-09	4	7	5.455804862266383e-06	6894, 7919, 9782, 9984, 10432, 54938, 80336
GO:0042803	MF	p	protein homodimerization activity	2/519	680/20670	8.216720533897591e-06	4	2	0.006063939754016422	8029, 57650
GO:0042802	MF	p	identical protein binding	16/519	1500/20670	5.116095898599237e-05	3	16	0.032362960912853456	1815, 7919, 9782, 23417, 26873, 27232, 29128, 50944, 56128, 58496, 80741, 84680, 85007, 200958, 339488, 729440
