# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
GO:0005829	CC	e	cytosol	523/1578	5301/20670	4.6281279538207186e-12	2	523	7.585922455217051e-10	39, 132, 157, 158, 178, 353, 440, 472, 475, 571, 573, 585, 637, 642, 669, 836, 840, 1021, 1147, 1193, 1429, 1432, 1460, 1503, 1629, 1676, 1756, 1806, 1848, 1977, 1994, 1998, 2173, 2241, 2339, 2585, 2593, 2730, 2944, 2946, 2960, 2961, 3052, 3176, 3281, 3382, 3417, 3841, 3845, 3858, 3987, 4084, 4087, 4092, 4214, 4300, 4361, 4482, 4521, 4690, 4775, 4830, 4925, 5001, 5082, 5092, 5095, 5147, 5150, 5189, 5191, 5193, 5194, 5238, 5330, 5341, 5372, 5471, 5481, 5529, 5533, 5571, 5599, 5607, 5682, 5685, 5723, 5771, 5805, 5828, 5876, 5877, 5902, 5908, 5912, 5922, 5925, 5947, 6139, 6235, 6284, 6399, 6477, 6478, 6502, 6636, 6637, 6697, 6728, 6732, 6804, 6815, 6897, 6921, 6936, 6940, 7019, 7072, 7172, 7257, 7319, 7321, 7342, 7347, 7358, 7372, 7390, 7518, 7541, 7873, 8100, 8195, 8228, 8339, 8340, 8343, 8428, 8439, 8481, 8487, 8493, 8528, 8540, 8550, 8576, 8624, 8703, 8726, 8761, 8790, 8837, 8935, 9025, 9101, 9140, 9141, 9184, 9367, 9380, 9404, 9435, 9451, 9453, 9465, 9474, 9482, 9521, 9575, 9650, 9702, 9861, 9946, 9958, 9988, 10005, 10010, 10016, 10049, 10073, 10092, 10093, 10124, 10138, 10157, 10190, 10196, 10200, 10244, 10360, 10393, 10434, 10478, 10495, 10539, 10542, 10553, 10591, 10621, 10772, 10987, 11097, 11124, 11157, 11164, 11234, 11258, 11266, 11267, 11321, 11340, 22796, 22822, 22824, 22832, 22849, 22863, 22873, 23012, 23016, 23173, 23210, 23220, 23230, 23234, 23262, 23318, 23378, 23380, 23401, 23408, 23480, 23556, 23586, 23587, 23607, 23658, 23678, 23683, 25801, 25804, 25822, 25852, 25879, 25898, 25906, 25917, 25934, 25938, 26061, 26091, 26235, 26268, 26297, 26586, 27068, 27077, 27236, 27241, 27246, 27247, 27257, 27258, 27292, 28962, 28985, 29086, 29098, 29099, 29104, 29127, 29915, 29922, 29945, 49855, 50717, 50810, 50855, 51001, 51002, 51010, 51013, 51071, 51074, 51091, 51099, 51143, 51147, 51170, 51174, 51182, 51251, 51388, 51474, 51501, 51529, 51534, 51535, 51542, 51611, 51622, 51637, 51690, 51693, 51715, 51728, 51765, 54069, 54464, 54465, 54468, 54469, 54536, 54585, 54677, 54739, 54801, 54851, 54908, 54934, 54935, 54951, 54955, 54981, 55012, 55014, 55017, 55054, 55093, 55132, 55142, 55164, 55166, 55230, 55236, 55270, 55437, 55614, 55632, 55664, 55670, 55717, 55744, 55745, 55758, 55773, 55781, 55812, 55816, 55856, 55916, 55975, 56261, 56647, 56648, 56888, 56890, 56902, 56915, 56922, 56940, 56984, 56985, 57110, 57161, 57231, 57630, 57646, 57665, 57669, 57695, 57706, 57713, 57763, 57819, 57826, 59338, 60485, 60561, 63826, 64089, 64121, 64422, 64682, 64750, 64754, 64789, 64841, 64863, 64895, 65244, 65267, 65977, 79003, 79017, 79031, 79035, 79077, 79090, 79101, 79135, 79176, 79612, 79622, 79658, 79664, 79692, 79731, 79876, 80006, 80018, 80067, 80143, 80349, 80821, 80895, 81550, 81608, 81889, 81929, 83480, 83732, 83759, 83852, 83930, 84131, 84186, 84191, 84265, 84299, 84305, 84307, 84376, 84520, 84541, 84668, 84817, 84859, 84910, 84955, 87178, 90025, 90196, 90268, 90362, 91419, 91801, 91875, 92342, 92400, 92482, 92912, 94104, 94241, 112399, 114294, 114625, 115106, 115548, 117177, 118487, 119710, 120534, 120892, 121274, 122773, 122830, 127018, 128312, 129401, 132320, 132789, 134147, 134218, 134359, 134492, 137492, 139596, 140460, 140691, 140739, 143187, 147657, 150274, 150684, 154007, 154214, 154743, 157657, 157695, 161823, 163255, 163486, 165324, 167153, 169981, 170685, 200558, 200845, 200894, 201161, 201627, 203228, 221078, 221143, 221264, 223082, 246184, 253558, 255919, 255967, 256281, 283927, 285331, 285381, 339324, 348995, 353322, 388962, 399818, 401466, 474343, 729920, 102157402
GO:0005743	CC	e	mitochondrial inner membrane	66/1578	415/20670	1.1030140831397866e-08	5	66	1.4205245656435964e-06	22, 1678, 3052, 3396, 4704, 4731, 6183, 8034, 10229, 10245, 10975, 23456, 25875, 26520, 27109, 28957, 28977, 28998, 29093, 51023, 51069, 51081, 51264, 51373, 51642, 51650, 51805, 54675, 54968, 55186, 55486, 55744, 56945, 57380, 64960, 64963, 64968, 64979, 64981, 65003, 65008, 78988, 79133, 79568, 84233, 84274, 84275, 84300, 84545, 90550, 92014, 114971, 115209, 115286, 118487, 120892, 122704, 133308, 137392, 137682, 157378, 205251, 219927, 221154, 389203, 441024
GO:0120115	CC	e	Lsm2-8 complex	7/1578	7/20670	1.492861072984583e-08	3	7	1.6822678216195017e-06	11157, 23658, 25804, 27258, 51690, 51691, 57819
GO:0005688	CC	e	U6 snRNP	8/1578	11/20670	1.5186423318731807e-07	5	8	1.6106541908043204e-05	11157, 23658, 25804, 26827, 27258, 51690, 51691, 57819
GO:0016592	CC	e	mediator complex	14/1578	40/20670	7.533585929726152e-07	3	14	6.852055293696694e-05	892, 1021, 1024, 9443, 9477, 10001, 51003, 54797, 84246, 90390, 112950, 219541, 256643, 400569
GO:0030992	CC	e	intraciliary transport particle B	9/1578	17/20670	1.1917574839361588e-06	2	9	0.00010232089254937592	8100, 28981, 51098, 51668, 56912, 57560, 64792, 80173, 90410
GO:0005763	CC	e	mitochondrial small ribosomal subunit	11/1578	26/20670	1.3080534986389283e-06	6	11	0.00010254001991504294	6183, 28957, 28977, 51023, 51081, 51373, 51650, 56945, 64960, 64963, 64968
GO:1990726	CC	e	Lsm1-7-Pat1 complex	5/1578	5/20670	2.578029794479117e-06	3	5	0.00019367448831024366	23658, 27257, 27258, 51690, 57819
GO:0005813	CC	e	centrosome	71/1578	532/20670	4.244186542392455e-06	3	71	0.00030609073343734386	472, 585, 1021, 1070, 1869, 3176, 4092, 4999, 5682, 5902, 7405, 7486, 8100, 8195, 8409, 8481, 8555, 9702, 10190, 10198, 10464, 11104, 11258, 22832, 25879, 26586, 27077, 28981, 29922, 50855, 51098, 51143, 51626, 51637, 51668, 51715, 54801, 55012, 55142, 55857, 56647, 56890, 56912, 57489, 57560, 64792, 79692, 79848, 80173, 80817, 84131, 84318, 84376, 84984, 85444, 90410, 90799, 93594, 115106, 132320, 134359, 137492, 202018, 219621, 255758, 282809, 285331, 375748, 387119, 441054, 102157402
GO:0005762	CC	e	mitochondrial large ribosomal subunit	15/1578	54/20670	8.1784562632651e-06	6	15	0.0005671444862564222	3396, 28977, 28998, 29093, 51069, 51264, 51642, 63899, 64979, 64981, 65003, 78988, 84545, 122704, 219927
GO:0070847	CC	e	core mediator complex	10/1578	26/20670	1.1142908495519248e-05	4	10	0.0007440986673118964	9443, 9477, 10001, 51003, 54797, 84246, 90390, 112950, 219541, 400569
GO:0031305	CC	e	integral component of mitochondrial inner membrane	12/1578	41/20670	3.682693771696995e-05	6	12	0.002074967771990526	1353, 2110, 6341, 10245, 28958, 55744, 63933, 79135, 90550, 205251, 100131801, 100652748
GO:0046540	CC	e	U4/U6 x U5 tri-snRNP complex	12/1578	41/20670	3.682693771696995e-05	6	12	0.002074967771990526	6636, 6637, 10465, 11157, 23658, 25804, 26827, 26829, 27258, 51690, 51691, 57819
GO:0000151	CC	e	ubiquitin ligase complex	21/1578	106/20670	4.4260756502608515e-05	4	21	0.0024182467870970652	580, 6045, 7321, 7993, 9025, 9443, 10425, 25852, 25898, 26235, 26260, 26268, 51003, 51619, 64750, 79018, 84246, 90025, 90390, 154214, 400569
GO:0005779	CC	e	integral component of peroxisomal membrane	7/1578	15/20670	5.550777297166634e-05	5	7	0.002943544549056306	5193, 5194, 5828, 8504, 8800, 10478, 55670
GO:0000178	CC	e	exosome (RNase complex)	7/1578	16/20670	9.217547103192506e-05	4	7	0.0047483535505874535	10200, 10438, 11340, 23016, 51010, 51013, 56915
GO:0005758	CC	e	mitochondrial intermembrane space	17/1578	81/20670	0.00010924879408322449	6	17	0.005323664208974426	1678, 10063, 23408, 25996, 26235, 26520, 51287, 51499, 57001, 57486, 79145, 84300, 87178, 131076, 131474, 221154, 647087
GO:0000176	CC	e	nuclear exosome (RNase complex)	6/1578	12/20670	0.00012117132441342638	5	6	0.005601843536343788	10438, 11340, 23016, 51010, 51013, 56915
GO:0000408	CC	e	EKC/KEOPS complex	4/1578	5/20670	0.00015893045939133945	2	4	0.007097942910903822	51002, 55644, 84520, 112858
GO:0005761	CC	e	mitochondrial ribosome	8/1578	23/20670	0.0001962992252556658	7	8	0.008426845312761081	6183, 28998, 51642, 56945, 64981, 65003, 78988, 84545
GO:0005778	CC	e	peroxisomal membrane	14/1578	64/20670	0.00027417200212488484	7	14	0.011234820905253804	5189, 5191, 5193, 5194, 5828, 8504, 8540, 8800, 10478, 23305, 55670, 65084, 252995, 255027
GO:0071005	CC	e	U2-type precatalytic spliceosome	12/1578	50/20670	0.0002978076429207082	5	12	0.011932159559689709	6627, 6636, 6637, 11157, 23658, 25804, 27258, 51690, 51691, 55110, 57819, 84844
GO:1990229	CC	e	iron-sulfur cluster assembly complex	4/1578	6/20670	0.00044781739223276443	2	4	0.016477852208074985	10539, 51027, 51218, 388962
GO:0032040	CC	e	small-subunit processome	10/1578	39/20670	0.0005338167215655946	4	10	0.01924943097965534	11103, 25879, 25983, 27042, 51118, 55272, 79954, 84294, 84916, 92856
GO:0097542	CC	e	ciliary tip	11/1578	47/20670	0.0006634000669121172	2	11	0.02345314354201073	8100, 28981, 51098, 51626, 51668, 56912, 57560, 64792, 80173, 90410, 112752
GO:0005782	CC	e	peroxisomal matrix	11/1578	50/20670	0.0011517210045589718	6	11	0.03918024473999672	472, 3417, 5191, 8528, 8540, 9380, 10005, 26061, 54677, 83594, 283927
GO:0005777	CC	e	peroxisome	18/1578	105/20670	0.0011820912542024726	6	18	0.03946871354309366	3417, 5189, 5191, 5193, 5194, 8504, 8528, 8540, 8800, 10478, 26061, 54677, 55670, 65084, 83594, 144811, 283927, 284273
